65502,65125
65488,65414
65214,65520
65451,65476
75,77
65374,189
65464,65525
95,65346
65523,129
65501,311
65532,65437
65412,65466
65430,247
253,65446
360,65304
39,65437
65534,65332
182,65500
223,86
94,28
65395,65435
65432,65377
22,169
35,65429
65497,65151
65206,123
65349,10
21,65358
65285,65531
65438,65473
34,224
65416,208
106,65352
125,65437
65486,87
88,114
207,65416
65462,65371
65258,36
124,65434
201,65494
65507,69
98,23
65451,122
65402,65452
153,65402
49,41
2,59
13,267
65406,151
65469,88
148,349
172,29
65425,65503
65376,226
132,65433
346,65325
276,97
65401,230
65349,65501
79,65339
20,225
99,160
179,65499
65520,320
65404,65531
65258,65228
65339,65417
96,65372
65532,195
65391,258
62,65480
219,110
30,15
65265,17
65397,65514
127,65240
65525,238
30,297
74,65334
65311,60
65475,123
125,34
2,183
65511,99
65336,89
32,65529
192,65326
65356,65485
52,339
145,352
65483,65367
199,65399
130,321
9,9
65522,65347
65447,208
158,146
233,93
144,300
65533,65476
65432,65366
64,143
77,65438
167,65453
96,132
65249,65356
65353,65425
38,58
65451,65378
65284,65532
43,194
416,65506
81,65383
65421,40
65496,165
65480,178
147,151
56,65458
65468,65389
10,65527
52,65463
151,65405
65509,24
58,21
112,65207
65266,65203
96,65448
404,65523
13,271
65467,65524
65406,65147
65266,65502
60,65268
236,65329
65255,372
65341,52
292,65477
65293,76
65162,65472
13,65453
65355,65387
65370,65509
65379,65478
65515,65510
123,159
65290,65449
11,65520
239,65501
65533,65392
52,77
65492,65366
34,65432
86,47
65508,65521
151,274
65477,65481
65450,65365
243,138
47,65483
65480,65462
114,65440
150,46
131,112
65509,65499
65416,234
160,65466
161,65388
65431,159
243,65375
129,236
65304,341
310,65340
49,33
65316,124
348,110
65402,65439
65269,65196
262,136
65426,170
65109,20
65116,141
65324,58
120,45
40,65453
65426,94
65420,295
64,65468
152,65395
65496,65410
65364,65434
65415,140
126,65535
116,65409
159,6
395,65456
200,65376
222,95
138,340
65346,318
57,55
39,65406
65424,302
65438,299
65204,65100
65219,65215
65373,65527
69,65443
54,48
65418,65470
147,65361
65464,124
65362,550
129,499
65378,65520
65490,65509
35,65393
65307,65357
117,314
151,2
57,65273
111,65407
65318,65248
65357,53
65516,282
65535,220
133,88
65427,65189
65397,65362
165,147
65457,139
65422,45
254,65353
65526,37
65473,13
299,65298
30,68
65522,65475
34,65250
65262,65509
143,12
214,65492
65318,76
177,227
130,107
65212,62
65445,228
65458,36
65333,22
70,66
159,65376
10,35
65526,50
60,65529
85,343
32,115
65392,65379
65389,89
146,100
122,44
65386,65504
65438,65480
67,308
136,322
69,65504
65506,65486
161,65504
8,65484
65130,116
65479,164
69,65504
65320,65436
181,165
196,168
65314,65395
65386,65480
65447,3
27,65400
1,31
65420,140
225,144
273,118
55,65386
65468,65305
65315,65375
65387,65329
65438,6
65467,282
65379,126
65387,65467
224,65466
65530,65294
65382,65276
120,65466
65384,65457
65512,81
114,46
65399,65275
130,112
26,253
65510,65320
193,65516
65242,105
65463,65288
532,65519
65528,184
65194,65487
18,65475
42,65473
65487,18
157,227
121,102
65328,65500
65339,65431
65470,65424
65423,130
65533,64
100,65449
65329,146
65128,188
65470,9
62,5
65389,65500
65384,65319
65467,65485
112,184
80,65527
65407,101
9,259
65511,14
65447,68
29,118
65362,202
65289,334
65367,65408
65456,65231
35,16
65409,111
29,15
235,65468
76,56
125,65503
65456,65459
65229,164
65467,46
65475,169
65331,192
65330,65346
65424,27
65349,129
65356,84
352,167
230,65469
65314,137
54,138
65412,65323
65310,20
324,65443
242,65337
23,191
85,76
65467,65465
65325,25
65246,65336
65269,65196
65352,65410
65489,65418
149,65243
65530,65522
65353,180
65492,65310
54,65236
87,150
105,224
81,65509
49,169
49,413
96,88
65508,65430
65397,65506
64,65345
122,65347
65530,53
92,13
31,65477
65452,118
156,20
71,65344
65406,65529
118,13
154,65373
101,65496
125,78
65458,50
65525,65486
113,65417
24,65524
42,65514
65429,65339
65334,65278
27,65364
147,41
123,195
42,42
65480,65400
65432,14
65297,140
65261,65453
65503,65360
16,183
65307,301
65380,65487
121,65467
17,89
65282,124
65239,299
65410,129
174,65486
247,155
65394,34
65262,65474
65529,8
29,65471
163,85
172,59
65457,65398
83,119
65503,415
65351,179
116,65368
79,65473
243,40
224,51
65375,157
104,65519
128,15
126,251
193,141
65225,65496
65435,65379
128,22
65283,101
65289,65331
65349,65477
65495,235
65506,61
53,65309
409,65463
38,188
65498,65356
229,65246
65350,65481
65251,65451
65378,48
65422,65475
12,65471
11,65517
13,65068
65368,65403
65331,197
65259,65379
65162,65517
247,33
219,65436
65155,65316
65464,65252
162,69
27,64
44,65506
65462,127
65426,65532
18,65318
13,65173
65461,65345
65413,65405
65452,65411
31,348
65499,150
67,65320
319,120
65486,181
65477,23
174,65526
65348,163
116,194
283,65402
65512,65462
69,22
65242,65500
65435,65491
226,65373
65363,29
181,65519
61,65183
65307,65262
266,65459
20,158
65503,31
140,65242
65395,65430
65486,71
65517,5
65459,65464
65443,108
31,210
92,65411
65268,7
65421,144
65385,65330
65232,65360
214,65485
30,15
65475,65433
300,65109
40,65331
65428,65512
65403,65327
65490,65273
55,65270
65528,65505
157,272
65470,295
65401,116
129,65497
84,65528
285,65356
81,65265
65341,111
204,163
113,65440
65458,12
131,205
182,137
113,27
65431,194
65314,366
65361,65484
65348,65204
65514,234
214,354
92,65467
65520,54
247,51
199,65415
65503,39
65495,81
65468,103
60,4
65422,20
65285,325
169,23
38,65318
65477,86
244,23
90,65481
11,8
65511,65437
65487,49
65519,130
65375,65329
120,65398
238,240
6,65496
97,65292
65518,146
65403,164
87,27
128,128
65477,58
65443,65435
57,65409
65520,114
1,164
170,65367
109,65474
65520,172
65312,65482
15,65409
329,65485
65450,65432
65490,49
236,104
28,65348
35,65220
34,65325
124,128
202,389
65483,100
39,113
3,290
65458,65493
292,65516
77,99
65466,65503
293,123
65438,149
65273,85
67,223
65232,224
65400,65465
416,65442
130,342
185,165
202,65473
65323,206
62,65531
71,111
65365,183
111,65185
65471,25
65350,347
288,65486
230,65457
65351,65519
65488,65447
96,65336
65298,65517
65263,162
65449,57
65451,239
54,65449
83,65359
130,618
107,208
65426,65191
305,123
417,150
65376,28
65398,65480
65492,65333
65450,65450
35,65426
65510,65396
203,65476
355,76
91,49
137,65289
83,65528
65327,185
65472,65203
128,65152
65489,12
65397,65488
65458,65428
65442,198
17,146
65527,65417
65268,91
6,63
266,65358
65500,56
6,65519
35,65252
65387,62
155,339
155,97
65494,65492
129,179
65527,144
65465,65338
65434,65510
65378,238
317,65466
89,65320
65189,65496
129,65415
107,65297
65324,65483
65380,118
2,101
246,123
65401,65518
65144,65273
56,65367
113,65464
65474,65477
65226,15
65233,18
264,152
189,45
65257,65399
65432,63
324,65488
230,65529
65294,198
65510,65390
311,65427
1,65431
65487,65191
16,52
65495,107
65489,65471
65313,75
36,12
247,73
65425,22
65525,8
99,249
65410,18
23,65450
90,175
103,230
295,146
201,65491
90,65457
120,65519
97,12
65526,65523
65413,65319
32,5
81,216
65522,65361
255,65363
360,113
65493,65534
65224,65428
65495,18
222,130
99,115
122,81
47,65512
65408,65384
123,65445
140,65505
10,65440
65534,65440
65297,65407
65343,65205
35,65260
71,65498
65535,65440
60,65480
253,65481
65329,65460
65192,251
358,65454
303,65037
88,65430
233,65491
140,65468
25,60
65307,65408
65357,65453
33,65461
50,65367
194,58
65521,150
132,65509
356,65434
65385,69
65528,82
65447,65440
65119,5
217,79
9,65363
65241,65119
185,65324
65485,68
30,65430
255,65388
65348,65382
65439,65247
45,65516
65442,145
65387,9
65167,65447
65296,65456
65410,65520
65343,65452
118,86
65496,146
65305,65473
138,35
65460,65334
65323,65320
127,358
32,184
9,65479
17,53
65352,65321
65404,65240
65491,65428
55,65450
71,65415
71,65521
220,118
48,157
65467,262
65473,159
65364,65456
39,65398
94,65327
0,65428
30,102
65373,75
65431,65405
54,65347
65493,5
65458,65462
65390,65389
65422,65491
65507,65396
26,155
153,221
65471,65249
65224,65282
65340,65340
65401,65324
65492,112
184,52
226,65467
91,80
65404,65531
65298,65329
194,65357
297,65499
65132,65489
65247,65511
90,22
65156,6
65375,145
226,139
65516,54
132,204
12,273
65336,108
159,65388
135,65373
65501,65469
65494,65353
34,65412
321,9
124,65463
65429,65504
41,165
65403,184
65464,46
172,122
65533,86
65501,65460
65520,116
65530,16
63,65520
65274,301
65161,65341
65388,65174
65469,201
116,65469
94,65307
65532,155
97,63
65430,65475
65482,56
273,27
63,65410
65465,65446
123,65528
30,65322
65479,65416
81,199
4,56
65492,65484
62,78
65435,42
65472,65468
56,65418
65318,65441
65316,69
65421,103
65420,65267
30,65254
31,123
149,65446
127,65293
65395,25
35,65473
212,107
186,373
119,65519
65505,65206
65522,65317
16,65466
98,65488
12,65529
65383,65508
73,65328
65457,65535
65356,234
173,71
65529,149
65513,311
243,306
4,157
65346,65428
65411,65527
65512,96
65525,65433
53,65497
160,281
58,355
136,65519
42,65317
65331,26
93,69
19,65499
65177,74
65431,215
40,116
65388,65489
65465,151
149,332
113,162
65530,110
111,125
79,65443
65354,65418
65280,19
65340,65291
65457,65291
28,200
65455,149
65335,27
65393,65527
65460,65413
148,117
381,31
13,65508
65206,374
65445,95
65489,65170
65442,65245
211,65524
249,244
9,160
65516,65534
65463,65359
65496,65350
170,138
65501,88
65381,37
67,130
